Warehouse_Source,Country,code,description,category,subcategory,lean_fit,automation_potential,records,buyers,first_date,last_date,median_estimated_value,median_bidders,one_bidder_rows
Ireland,Ireland,22471000.0,Computer manuals.,Other,Computer manuals.,15,20,1,1,2026-01-20,2026-01-20,500000.0,,0
Ireland,Ireland,30131000.0,Mailroom equipment.,Other,Mailroom equipment.,15,20,1,1,2025-09-25,2025-09-25,500000.0,,0
Ireland,Ireland,80512000.0,Dog training services.,Other,Dog training services.,15,20,1,1,2025-07-30,2025-07-30,,,0
France,France,"455,274,181,19,453,251,21,108,237,163,234,433,345,97,86,279,197","Ingénierie,Prestations de services,Laboratoire (fourniture),Assistance technique,Informatique (assistance),Outillage,Audit,Electroménager,Manutention,Informatique (prestations de services),Mission d'ordonnancement, pilotage, coordination (OPC),Assistance à maîtrise d'ouvrage,Tous corps d'état,Dématérialisation,Déménagement,Produits des industries diverses,Maîtrise d'oeuvre",Other,Services,15,20,1,1,2024-10-20,2024-10-20,,,0
France,France,79410000,"Audit,Prestations de services",Other,Services,15,20,1,1,2025-06-18,2025-06-18,,,0
France,France,71241000,"Audit,Ingénierie",Other,Services,15,20,1,1,2024-12-20,2024-12-20,,,0
France,France,71222100,"Prestations de services,Abris,Espaces verts,Végétaux,Audit,Animaux",Other,Services,15,20,1,1,2025-04-28,2025-04-28,,,0
France,France,79311100,Audit,Other,Services,15,20,1,1,2025-10-07,2025-10-07,,,0
France,France,71000000,"Assistance technique,Audit,Contrôle technique,Maîtrise d'oeuvre,Tous corps d'état",Other,Services,15,20,1,1,2023-12-20,2023-12-20,,,0
France,France,71600000,"Audit,Prestations de services",Other,Services,15,20,1,1,2023-12-19,2023-12-19,,,0
France,France,45111220,"Espaces verts,Travaux forestiers,Audit",Other,Travaux,15,20,1,1,2024-02-19,2024-02-19,,,0
France,France,79212000,"Assistance technique,Assistance juridique,Audit",Other,Services,15,20,1,1,2024-04-03,2024-04-03,,,0
France,France,75251110,"Audit,Matériel de secours et d'incendie",Other,Services,15,20,1,1,2024-05-16,2024-05-16,,,0
France,France,"433,434,19,21","Assistance à maîtrise d'ouvrage,Assistance juridique,Assistance technique,Audit",Other,Services,15,20,1,1,2024-08-05,2024-08-05,,,0
France,France,79419000,"Prestations de services,Audit",Other,Services,15,20,1,1,2024-10-09,2024-10-09,,,0
United Kingdom,United Kingdom,30237200,Computer accessories,Other,Computer accessories,15,20,1,1,2025-05-01,2025-05-01,,,0
Canada federal,Canada,*32130000 *45111720,*Electronic hardware and component parts and accessories *Audio spectrum analyzer,Other,*Electronic hardware and component parts and accessories *Audio spectrum analyzer,15,20,1,1,2026-01-20,2026-01-20,,,0
Canada federal,Canada,*72121103 *72121400,*Commercial and office building renovation and repair service *Specialized public building construction services,Other,*Commercial and office building renovation and repair service *Specialized public building construction services,15,20,1,1,2026-05-22,2026-05-22,,,0
Canada federal,Canada,*22102000 *56101900 *56121900 *72101700 *72102902 *72103000 *72103003 *72130000 *72141510 *72152700 *72153900,*Building demolition machinery and equipment *General furniture parts and accessories *Demonstration furnishings *Concrete work *Landscaping services *Site preparation services *Demolition services *General building construction *Demolition services *Concrete installation and repair services *Building site preparation services,Other,*Building demolition machinery and equipment *General furniture parts and accessories *Demonstration furnishings *Concrete work *Landscaping services *Site preparation services *Demolition services *General building construction *Demolition services *Concrete installation and repair services *Building site preparation services,15,20,1,1,2025-04-08,2025-04-08,,,0
Canada federal,Canada,*81162308 *86132204,*Training process as a service *Curriculum development service,Other,*Training process as a service *Curriculum development service,15,20,1,1,2024-11-06,2024-11-06,,,0
Canada federal,Canada,*31162800,*Miscellaneous hardware,Other,*Miscellaneous hardware,15,20,1,1,2025-06-13,2025-06-13,,,0
Canada federal,Canada,*13100000 *24101700 *25111900 *27110000 *31151700 *31160000 *31161500 *31161600 *31161900 *31171500 *31180000 *31200000 *31201600 *31400000 *39121400 *39121700 *39122200 *40141600 *40142000 *40170000 *41104900 *41112400,*Rubber and elastomers *Conveyors and accessories *Marine craft systems and subassemblies *Hand tools *Mechanical cable *Hardware *Screws *Bolts *Springs *Bearings *Packings glands boots and covers *Adhesives and sealants *Adhesives *Gaskets *Electrical lugs plugs and connectors *Electrical hardware and supplies *Electrical switches and accessories *Valves *Hoses *Pipe piping and pipe fittings *Laboratory filtering equipment and supplies *Pressure measuring and control instruments,Other,*Rubber and elastomers *Conveyors and accessories *Marine craft systems and subassemblies *Hand tools *Mechanical cable *Hardware *Screws *Bolts *Springs *Bearings *Packings glands boots and covers *Adhesives and sealants *Adhesives *Gaskets *Electrical lugs plugs and connectors *Electrical hardware and supplies *Electrical switches and accessories *Valves *Hoses *Pipe piping and pipe fittings *Laboratory filtering equipment and supplies *Pressure measuring and control instruments,15,20,1,1,2026-07-29,2026-07-29,,,0
Canada federal,Canada,*43232903 *81161712,*Contact center software *Network voice service,Other,*Contact center software *Network voice service,15,20,1,1,2023-08-29,2023-08-29,,,0
Canada federal,Canada,*43230000 *43232300,*Software *Data management and query software,Other,*Software *Data management and query software,15,20,1,1,2023-08-21,2023-08-21,,,0
Canada federal,Canada,*N7025 *U009AA,*ADP Input-Output and Storage Devices *Educational Services - ADP Training,Other,*ADP Input-Output and Storage Devices *Educational Services - ADP Training,15,20,1,1,2026-02-19,2026-02-19,,,0
Canada federal,Canada,*44120000 *53131615 *72100000,*Office supplies *Feminine hygiene products *Building and facility maintenance and repair services,Other,*Office supplies *Feminine hygiene products *Building and facility maintenance and repair services,15,20,1,1,2023-12-04,2023-12-04,,,0
Canada federal,Canada,*80101604 *86131800 *86132000 *86132100 *86132209,"*Project administration or planning *Military education *Management education and training services *Training planning, facilitation and delivery services *Educational administration service",Other,"*Project administration or planning *Military education *Management education and training services *Training planning, facilitation and delivery services *Educational administration service",15,20,1,1,2024-04-25,2024-04-25,,,0
Canada federal,Canada,*76130000 *77130000 *86101709 *86132100,"*Toxic and hazardous waste cleanup *Pollutants tracking and monitoring and rehabilitation services *Safety training services *Training planning, facilitation and delivery services",Other,"*Toxic and hazardous waste cleanup *Pollutants tracking and monitoring and rehabilitation services *Safety training services *Training planning, facilitation and delivery services",15,20,1,1,2024-12-18,2024-12-18,,,0
Canada federal,Canada,*56101522 *56101706 *56101720 *56111601 *56112106 *56112204 *56121006 *56121507,*Arm chair *Conferencing tables *Office or work chair *Screens for panel systems *Stool seating *Worksurfaces *Upholstered benches *Study carrels,Other,*Arm chair *Conferencing tables *Office or work chair *Screens for panel systems *Stool seating *Worksurfaces *Upholstered benches *Study carrels,15,20,1,1,2024-12-17,2024-12-17,,,0
Canada federal,Canada,*82000000 *83120000 *86000000 *90150000 *91000000,*Editorial and Design and Graphic and Fine Art Services *Information services *Education and Training Services *Entertainment services *Personal and Domestic Services,Other,*Editorial and Design and Graphic and Fine Art Services *Information services *Education and Training Services *Entertainment services *Personal and Domestic Services,15,20,1,1,2025-08-28,2025-08-28,,,0
France,France,71600000,Audit,Other,Services,15,20,1,1,2023-12-15,2023-12-15,,,0
France,France,71200000,Audit,Other,Services,15,20,1,1,2023-12-21,2023-12-21,,,0
Canada federal,Canada,*72101601 *72121100,*Roofing installation or repair *Commercial and office building construction services,Other,*Roofing installation or repair *Commercial and office building construction services,15,20,1,1,2025-08-27,2025-08-27,,,0
Canada federal,Canada,*81111504 *81111600,*Application programming services *Computer programmers,Other,*Application programming services *Computer programmers,15,20,1,1,2023-08-11,2023-08-11,,,0
France,France,79212000,"Audit,Informatique (prestations de services),Assistance à maîtrise d'ouvrage",Other,Services,15,20,1,1,2025-01-31,2025-01-31,,,0
France,France,"21,306","Audit,Réseaux divers",Other,Services,15,20,1,1,2025-09-04,2025-09-04,,,0
France,France,79212000,"Audit,Aire de jeux",Other,Services,15,20,1,1,2023-11-28,2023-11-28,,,0
France,France,79211100,"Audit,Expertise comptable",Other,Services,15,20,1,1,2025-06-24,2025-06-24,,,0
France,France,71315200,"Audit,Bâtiment",Other,Services,15,20,1,1,2024-01-30,2024-01-30,,,0
France,France,79212000,"Prestations de services,Audit",Other,Services,15,20,1,1,2024-06-26,2024-06-26,,,0
France,France,79212000,"Audit,Contrôle d'accès,Prestations de services",Other,Services,15,20,1,1,2026-03-20,2026-03-20,,,0
Canada federal,Canada,*80111500 *80111501 *80111504,*Human resource development *Management development *Labor training or development,Other,*Human resource development *Management development *Labor training or development,15,20,1,1,2025-02-25,2025-02-25,,,0
Canada federal,Canada,*43230000 *43231500 *43232600 *43233000 *43233200,*Software *Business function specific software *Industry specific software *Operating environment software *Security and protection software,Other,*Software *Business function specific software *Industry specific software *Operating environment software *Security and protection software,15,20,1,1,2026-02-24,2026-02-24,,,0
Canada federal,Canada,*72121100 *76101602,*Commercial and office building construction services *Asbestos removal or encapsulation,Other,*Commercial and office building construction services *Asbestos removal or encapsulation,15,20,1,1,2025-01-14,2025-01-14,,,0
Canada federal,Canada,*80171803 *80172103,*Media training and coaching service *Change management communication and advisory service,Other,*Media training and coaching service *Change management communication and advisory service,15,20,1,1,2023-08-15,2023-08-15,,,0
Canada federal,Canada,*70101500 *70101601 *81102600,*Fisheries operations *Fishery information or documentation services *Sampling services,Other,*Fisheries operations *Fishery information or documentation services *Sampling services,15,20,1,1,2023-10-16,2023-10-16,,,0
